company_name,category,description,overall_rating,review_count,clients,notable_project,industries,location,company_size,min_project_size
Assist,internet-of-things,"Assist is an AI development company located in Bogota, Colombia. The midsize team provides Artificial Intelligence, IT strategy consulting, custom software development, and IoT development and was launched in 2001.",,,,,,"Bogota, Colombia",50 - 249 employees,"$5,000+"
Logient,internet-of-things,,,,,,"['Financial services', 'Medical', 'Manufacturing', 'Non-profit', 'Supply Chain, Logistics, and Transport']","Montreal, Canada",50 - 249 employees,"$75,000+"
Enaxis Consulting,internet-of-things,,,,,,,"Houston, TX",50 - 249 employees,Undisclosed
CodeLynx Inc,internet-of-things,"CodeLynx Inc is a software development firm. Launched in 2003, the midsize company is in North Charleston, South Carolina. Their services include custom software development, IoT development, cybersecurity, mobile app development, and more.",,,,,,"North Charleston, SC",50 - 249 employees,Undisclosed
Augusta Hitech,internet-of-things,"Augusta Hitech is a blockchain company. Based in Boca Raton, Florida and Plano, Texas, their midsize team focuses on blockchain, Artificial Intelligence, IoT development, BI & big data consulting & SI, and more. The agency was established in 2009.",,,,,,"Boca Raton, FL",50 - 249 employees,Undisclosed
iBridgeTechsoft,internet-of-things,,,,,,,"Madhapur, India",50 - 249 employees,Undisclosed
Web IT Gurus,internet-of-things,,,,,,,"Lakeland, FL",50 - 249 employees,"$1,000+"
Xenovex Technologies Private Limited,internet-of-things,,,,,,"['Financial services', 'Information technology', 'Retail', 'Telecommunications', 'Supply Chain, Logistics, and Transport']","Chennai, India",50 - 249 employees,"$25,000+"
Data Capture Systems Co LLC,internet-of-things,,,,,,"['Government', 'Information technology', 'Retail', 'Supply Chain, Logistics, and Transport']","Dubai, United Arab Emirates",50 - 249 employees,"$10,000+"
XpertTech Inc,internet-of-things,"XpertTech Inc is a data analytics company established in 2002. Their midsize team is headquartered in Boston, Massachusetts; Woburn, Massachusetts; Chicago, Illinois and Dallas, Texas and focuses on BI & big data consulting & SI, IT staff augmentation, IoT development, Artificial Intelligence, and more.",,,,,,"Boston, MA",50 - 249 employees,Undisclosed
DIA die.interaktiven,internet-of-things,,,,,,,"Wetzlar, Germany",50 - 249 employees,Undisclosed
Rhonda Software,internet-of-things,,,,,,,"Vernon Hills, IL",50 - 249 employees,"$100,000+"
Anova Analytics LLC,internet-of-things,,,,,,,"Atlanta, GA",2 - 9 employees,Undisclosed
Besco software,internet-of-things,"Founded in 2010, Besco software is a mobile application development company. They are based in Ho Chi Minh, Vietnam and have a small team. The firm specializes in mobile app development, application testing, web development, custom software development, and more.",,,,,,"Espoo, Finland",10 - 49 employees,"$10,000+"
FocuzAR Solutions Pvt Ltd,internet-of-things,,,,,,,"Chennai, India",10 - 49 employees,"$1,000+"
SMN Digital Consultancy LLP,internet-of-things,,,,,,,"Ahmedabad, India",10 - 49 employees,"$1,000+"
Brash,internet-of-things,,,,,,"['Consumer products & services', 'Dental', 'Government', 'Medical']","Ottawa, Canada",10 - 49 employees,"$5,000+"
Sautech Ltda,internet-of-things,"Sautech Ltda is a small business intelligence company based in Bogotá, Colombia. Founded in 2006, the team offers BI & big data consulting & SI, cybersecurity, and IoT development.",,,,,,"Bogotá, Colombia",10 - 49 employees,Undisclosed
Andrea Software,internet-of-things,"Andrea Software is a custom software development firm founded in 2016. They are based in Cluj-Napoca, Romania and Miercurea Ciuc, Romania and have a small team. Their services include custom software development, IoT development, and other application development.",,,,,"['Automotive', 'Information technology', 'Energy & natural resources', 'Telecommunications', 'Utilities']","Cluj-Napoca, Romania",10 - 49 employees,"$5,000+"
SYZYGY Enterprise Solutions,internet-of-things,,,,,,,"Coimbatore, India",50 - 249 employees,"$1,000+"
Sageable Technologies,internet-of-things,,,,,,,"Albany, NY",50 - 249 employees,Undisclosed
ProductIF Solutions,internet-of-things,,,,,,,"Atlanta, GA",Freelancer employees,Undisclosed
iWiz Technologies Inc.,internet-of-things,,,,,,,"Atlanta, GA",50 - 249 employees,Undisclosed
CenSys,internet-of-things,,,,,,,"Ciudad de México, Mexico",50 - 249 employees,Undisclosed
Protokol Group Chile,internet-of-things,"Protokol Group Chile is a midsize custom software development firm. Launched in 1988, the firm is headquartered in Providencia, Santiago de Chile, Chile and Caracas, Venezuela. Their services include custom software development, IoT development, IT managed services, and IT strategy consulting.",,,,,,"Providencia, Chile",50 - 249 employees,Undisclosed
Devalore,internet-of-things,,,,,,,"Petah Tikva, Israel",50 - 249 employees,Undisclosed
YAN IT Solutions Pvt. Ltd.,internet-of-things,,,,,,"['Business services', 'GPS, Navigation & GIS', 'Information technology', 'Manufacturing', 'Telecommunications']","Pimpri-Chinchwad, India",50 - 249 employees,"$10,000+"
Shilsha Technologies,internet-of-things,,,,,,['Information technology'],"Noida, India",50 - 249 employees,"$1,000+"
Jash Data Sciences Pvt. Ltd.,internet-of-things,,,,,,,"Pune, India",10 - 49 employees,"$5,000+"
Softtrends LLC,internet-of-things,,,,,,,"Norcross, GA",2 - 9 employees,Undisclosed
Softnautics,internet-of-things,,,,,,"['Automotive', 'Consumer products & services', 'Medical', 'Information technology', 'Media']","Santa Clara, CA",50 - 249 employees,"$25,000+"
BigR.io,internet-of-things,"BigR.io, a custom software development firm, is based in Boston, Massachusetts. The small company was launched in 2013. Their services include custom software development, Artificial Intelligence, BI & big data consulting & SI, and IoT development.",,,,,,"Boston, MA",10 - 49 employees,"$10,000+"
Softensity,internet-of-things,,,,,,,"Marietta, GA",10 - 49 employees,"$5,000+"
Zombie Soup,internet-of-things,,,,,,,"Pristina, ",10 - 49 employees,"$5,000+"
ALIF IT SOLUTIONS,internet-of-things,,,,,,,"Nagpur, India",10 - 49 employees,Undisclosed
Precipice Design,internet-of-things,,,,,,,"London, United Kingdom",10 - 49 employees,Undisclosed
RiVi Consulting Group L.L.C,internet-of-things,,,,,,,"Alpharetta, GA",10 - 49 employees,Undisclosed
Vaizva Inc,internet-of-things,,,,,,,"Alpharetta, GA",10 - 49 employees,Undisclosed
"InGen Technologies, Inc.",internet-of-things,,,,,,"['Education', 'Financial services', 'Medical']","Evansville, IN",10 - 49 employees,"$10,000+"
Edgica,internet-of-things,,,,,,"['Business services', 'Medical', 'Information technology', 'Real estate', 'Retail', 'Supply Chain, Logistics, and Transport']","Kyiv, Ukraine",10 - 49 employees,"$10,000+"
Arch,internet-of-things,,,,,,"['Advertising & marketing', 'Arts, entertainment & music', 'Automotive', 'Business services', 'Consumer products & services', 'Financial services', 'Gambling', 'Government', 'Medical', 'Hospitality & leisure']","London, United Kingdom",10 - 49 employees,"$10,000+"
CrestPoint Solutions,internet-of-things,,,,,,,"Pleasanton, CA",10 - 49 employees,Undisclosed
Deli Tech,internet-of-things,,,,,,,"Bangkok, Thailand",10 - 49 employees,Undisclosed
Grupa.IT,internet-of-things,"Grupa.IT is an e-commerce development company located in Szczecin, Poland. The small agency was launched in 2009. Their services include e-commerce development, web development, and IoT development.",,,,,,"Szczecin, Poland",10 - 49 employees,"$25,000+"
My Lucky Day,internet-of-things,"My Lucky Day, a UX agency, was established in 2009. They are based in Lyon, France and have a small team. Their services include ux/ui design, custom software development, mobile app development, and IoT development.",,,,,,"Lyon, France",10 - 49 employees,"$25,000+"
Managed It Services,internet-of-things,"Based in Piscataway, New Jersey and , India, Managed It Services is an IT managed services company. The midsize team focuses on IT managed services, cybersecurity, IT strategy consulting, and IoT development. The firm was founded in 2001.",,,,,,"Piscataway, NJ",250 - 999 employees,"$1,000+"
Lazulite Technology Services LLC,internet-of-things,,,,,,"['Business services', 'Education', 'Information technology', 'Telecommunications']","Dubai, United Arab Emirates",10 - 49 employees,"$1,000+"
Lean Transition Solutions,internet-of-things,,,,,,"['Automotive', 'Education', 'Medical', 'Manufacturing', 'Energy & natural resources']","Upton Snodsbury, United Kingdom",10 - 49 employees,"$5,000+"
NEOFOX,internet-of-things,,,,,,"['Business services', 'eCommerce', 'Education', 'Financial services', 'Government', 'Medical', 'Information technology', 'Telecommunications', 'Utilities']","Jaipur, India",10 - 49 employees,"$1,000+"
iRule,internet-of-things,"iRule is a software development company that was founded in 2009. Based in Detroit, Mich., iRule's team of around 10 employees specializes in custom software development, UX/UI design, and mobile app development.  ",,,iTunes; SHARP; Hue; Nest,,,"Detroit, MI",10 - 49 employees,"$5,000+"
SG Interactive,internet-of-things,,,,,,,"Singapore, Singapore",10 - 49 employees,"$5,000+"
VeriServe,internet-of-things,,,,,,,"Shinjuku City, Japan",10 - 49 employees,"$5,000+"
Red Ninja Studios,internet-of-things,,,,,,,"Liverpool, United Kingdom",10 - 49 employees,Undisclosed
Worthwhile,internet-of-things,,,,,,,"Greenville, SC",10 - 49 employees,Undisclosed
UBIRCH GmbH,internet-of-things,,,,,,,"Köln, Germany",10 - 49 employees,Undisclosed
Cappen,internet-of-things,"Cappen is a digital product design studio that was founded in 2006 and is located in Miami Beach, Fla. and Recife, Brazil. They have 10 employees experienced with web development and design and UI/UX design for small, mid-size, and global companies in a variety of industries. Services range from SEO, BI, and CMS to app development, branding, and ideation.",5.0,(1 Reviews),Royal Caribbean International; Gatorade; Ministry of Supply; Buzz Caribbean,"Cappen developed a website for a jewelry brand. This included designing, configuring and launching the website with a custom CMS.",,"Miami Beach, FL",10 - 49 employees,"$10,000+"
ARS DATA,internet-of-things,,,,,,"['Advertising & marketing', 'Manufacturing', 'Energy & natural resources', 'Telecommunications', 'Supply Chain, Logistics, and Transport', 'Utilities']","Kyiv, Ukraine",2 - 9 employees,"$5,000+"
Flipmind,internet-of-things,"Software development firm Flipmind was launched in 2005. The small team specializes in custom software development, web design, e-commerce development, and IoT development. The company is located in Auckland, New Zealand.",,,,,"['Business services', 'eCommerce', 'Financial services', 'GPS, Navigation & GIS', 'Information technology', 'Retail', 'Telecommunications']","Auckland, New Zealand",10 - 49 employees,"$10,000+"
Teamlizer,internet-of-things,,,,,,"['Automotive', 'eCommerce', 'Education', 'Financial services', 'Medical', 'Information technology', 'Supply Chain, Logistics, and Transport']","Hanoi, Vietnam",10 - 49 employees,"$1,000+"
PROBESEVEN,internet-of-things,,,,,,,"Coimbatore, India",10 - 49 employees,Undisclosed
Tesseris Pro,internet-of-things,,,,,,"['Education', 'GPS, Navigation & GIS', 'Medical', 'Real estate', 'Telecommunications', 'Utilities']","Kharkiv, Ukraine",10 - 49 employees,"$5,000+"
GeoMobile,internet-of-things,,,,,,"['Hospitality & leisure', 'Energy & natural resources', 'Supply Chain, Logistics, and Transport']","Dortmund, Germany",2 - 9 employees,"$5,000+"
Great Research Solutions Pvt. Ltd.,internet-of-things,,,,,,,"Noida, India",50 - 249 employees,"$10,000+"
Miracle Group,internet-of-things,"IoT development company Miracle Group is headquartered in Chandigarh, India. They focus on IoT development, mobile app development, wearable app development, custom software development, and more and were established in 1998.",,,,a,"['Consumer products & services', 'Gaming', 'Government', 'Information technology']","Chandigarh, India",50 - 249 employees,"$1,000+"
AtoZ Infoway,internet-of-things,,,,,,,"Gandhinagar, India",50 - 249 employees,"$1,000+"
51VR,internet-of-things,,,,,,,"Beijing, China",50 - 249 employees,"$5,000+"
One Information and Communications Technology Ltd,internet-of-things,,,,,,,"Dhaka, Bangladesh",50 - 249 employees,Undisclosed
Bedroc,internet-of-things,,,,,,,"Berry Hill, TN",50 - 249 employees,Undisclosed
COCUS AG,internet-of-things,,,,,,,"Düsseldorf, Germany",50 - 249 employees,Undisclosed
Drish Infotech Limited,internet-of-things,,,,,,"['Arts, entertainment & music', 'Automotive', 'Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Gaming', 'Government', 'GPS, Navigation & GIS', 'Medical']","Sahibzada Ajit Singh Nagar, India",50 - 249 employees,"$1,000+"
Innover,internet-of-things,,,,,,"['Business services', 'Information technology']","Alpharetta, GA","1,000 - 9,999 employees",Undisclosed
Ideabytes,internet-of-things,,,,,,,"Ottawa, Canada",50 - 249 employees,"$10,000+"
Appmena,internet-of-things,,,,,,,"Ras Al-Khaimah, United Arab Emirates",50 - 249 employees,"$1,000+"
KMS Healthcare,internet-of-things,,,,,,"['Medical', 'Information technology']","Atlanta, GA","1,000 - 9,999 employees",Undisclosed
Axiata Digital Labs,internet-of-things,,,,,,,"Colombo, Sri Lanka","1,000 - 9,999 employees",Undisclosed
React Native Development Company USA,internet-of-things,,,,,,,"Clifton, NJ",50 - 249 employees,"$1,000+"
InCampus Pte Ltd,internet-of-things,,,,,,,"Singapore, Singapore",2 - 9 employees,Undisclosed
Kinorg,internet-of-things,"Kinorg is a product design company in Warszawa, Poland and Kyiv, Ukraine. The small company was established in 2011. Their team focuses on product design, IoT development, and ux/ui design.",,,,,"['Automotive', 'Business services', 'Consumer products & services', 'Dental', 'Medical', 'Hospitality & leisure', 'Manufacturing']","Warszawa, Poland",2 - 9 employees,"$10,000+"
Manglar Labs,internet-of-things,,,,,,,"Providencia, Chile",2 - 9 employees,Undisclosed
maxlab.io,internet-of-things,,,,,,"['Medical', 'Information technology', 'Manufacturing']","Edmonton, Canada",2 - 9 employees,"$10,000+"
"Beijing Shuzhi. AI Co., Ltd.",internet-of-things,,,,,,,"Beijing, China",2 - 9 employees,Undisclosed
Pixel Fusion,internet-of-things,"Headquartered in Auckland, New Zealand and , , Pixel Fusion is an UX design agency. The company focuses on ux/ui design, digital strategy, IoT development, mobile app development, and more and is small.The company was launched in 2007.",,,,,"['Arts, entertainment & music', 'Consumer products & services', 'Government', 'Information technology', 'Non-profit', 'Telecommunications']","Auckland, New Zealand",10 - 49 employees,"$25,000+"
Avaamo,internet-of-things,,,,,,,"Los Altos, CA",10 - 49 employees,"$10,000+"
Dovetail Technologies,internet-of-things,,,,,,,"Dublin, Ireland",10 - 49 employees,"$10,000+"
Mediaorigo International Ltd,internet-of-things,"Mediaorigo International Ltd is an IoT development company. Their small team is headquartered in Hong Kong, Hong Kong; Budapest, Hungary and Gran Canaria, Spain. Their services include IoT development, e-commerce development, warehousing & distribution, IT strategy consulting, and more. The company was established in 2005.",,,,,,"Hong Kong, Hong Kong",10 - 49 employees,"$5,000+"
UOL DIVEO,internet-of-things,"Cloud consulting & SI company UOL DIVEO was launched in 2011. The midsize São Paulo, Brazil-based team offers cloud consulting & SI, application management & support, IT strategy consulting, Artificial Intelligence, and more.",,,,,,"São Paulo, Brazil",250 - 999 employees,Undisclosed
docuTRAK,internet-of-things,"DocuTRAK, an IoT development company, was founded in 1991. The agency focuses on IoT development, other IT consulting and SI, ECM consulting and SI, corporate training, and more and has a midsize team.",,,,,"['Advertising & marketing', 'Automotive', 'Education', 'Hospitality & leisure', 'Manufacturing', 'Non-profit']","Amman, Jordan",50 - 249 employees,"$5,000+"
Ordinax Private Limited,internet-of-things,"Ordinax Private Limited is a web development company based in Vadodara, India, and founded in 2017. Their team of no more than 10 specializes in web, e-commerce, and mobile app development solutions for clients in the industries of e-commerce, arts, and financial services.",5.0,(1 Reviews),Top Thomas Machinery; HIgh Desert Photo Booth Rental; 42 Degrees; Bhumi Tradelink,Ordinax Private Limited developed an e-commerce store for a shipping and freight company. ,"['Arts, entertainment & music', 'Business services', 'eCommerce', 'Financial services', 'Government', 'Information technology', 'Manufacturing', 'Telecommunications']","Anand, India",2 - 9 employees,"$1,000+"
Iridium Intelligence,internet-of-things,,,,,,"['Information technology', 'Manufacturing', 'Non-profit', 'Telecommunications', 'Supply Chain, Logistics, and Transport', 'Utilities']","Beograd, Serbia",2 - 9 employees,"$5,000+"
Action Item Software,internet-of-things,,,,,,,"Tel Aviv-Yafo, Israel",10 - 49 employees,"$5,000+"
Erdos Technologies,internet-of-things,,,,,,,"New York, NY",10 - 49 employees,"$5,000+"
Everlink,internet-of-things,,,,,,,"L'viv, Ukraine",10 - 49 employees,"$5,000+"
VOVANCE,internet-of-things,,,,,,,"Marietta, GA",10 - 49 employees,Undisclosed
ORCASE,internet-of-things,"ORCASE is a small custom software development company. Based in San Pedro Montes de Oca, Costa Rica, the company was launched in 1997. Their services include custom software development, IoT development, IT managed services, and IT strategy consulting.",,,,,,"San Pedro, Costa Rica",10 - 49 employees,Undisclosed
Adevcom,internet-of-things,"Adevcom, an IT strategy consulting company, is based in Providencia, Chile. They offer IT strategy consulting, custom software development, mobile app development, and IoT development and were launched in 2006.",,,,,,"Providencia, Chile",10 - 49 employees,Undisclosed
Gesta Labs.,internet-of-things,"Headquartered in Monterrey, Mexico, Gesta Labs. Is an IT strategy consulting company. The small agency was established in 2017. Their services include IT strategy consulting, BI & big data consulting & SI, IoT development, and Artificial Intelligence.",,,,,,"Monterrey, Mexico",10 - 49 employees,Undisclosed
OPENLINK VE,internet-of-things,"Founded in 1994, OPENLINK VE is an IT strategy consulting company. Located in Caracas, Venezuela, their small team specializes in IT strategy consulting, cybersecurity, IT managed services, and IoT development.",,,,,,"Caracas, Venezuela",10 - 49 employees,Undisclosed
Netsolin,internet-of-things,"Netsolin, a small IT strategy consulting company, is based in Bogotá, Colombia. Launched in 2002, the team provides IT strategy consulting, CRM consulting and SI, ERP consulting and SI, and IoT development.",,,,,,"Bogotá, Colombia",10 - 49 employees,Undisclosed
Inovum IT Solutions,internet-of-things,"Launched in 2010, Inovum IT Solutions is a small IoT development company. Their team focuses on IoT development, application testing, web development, custom software development, and more. The company is headquartered in München, Germany and Barcelona, Spain.",,,,,,"München, Germany",10 - 49 employees,Undisclosed
Enneas,internet-of-things,,,,,,"['Advertising & marketing', 'Education', 'Gambling', 'Government', 'Telecommunications']","Athina, Greece",2 - 9 employees,"$10,000+"
XRintelligence,internet-of-things,"XRintelligence, an AR/VR development company, was launched in 2006. Their small team is in Oudergem, Belgium. Their services include AR/VR development, ERP consulting and SI, IoT development, mobile & app marketing, and more.",,,,,"['Advertising & marketing', 'Education', 'Manufacturing', 'Energy & natural resources', 'Real estate', 'Retail', 'Supply Chain, Logistics, and Transport']","Oudergem, Belgium",2 - 9 employees,"$25,000+"
KMTEQ,internet-of-things,,,,,,,"Chennai, India",10 - 49 employees,Undisclosed
"Actiworks Smart Solutions Co., Ltd",internet-of-things,"Mobile app development company Actiworks Application Solutions GmbH is in München, Germany and SuZhou, China. The small firm was established in 2011. Their team focuses on mobile app development, cloud consulting & SI, IoT development, and web development.",,,,,"['Automotive', 'Manufacturing']","Suzhou Shi, China",2 - 9 employees,Undisclosed
Recursive,internet-of-things,,,,,,,"Tallinn, Estonia",2 - 9 employees,"$5,000+"
BLE Mobile Apps,internet-of-things,,,,,,,"Fremont, CA",2 - 9 employees,Undisclosed
DCODE GROUP,internet-of-things,,,,,,,"Abbotsford, Australia",2 - 9 employees,Undisclosed
arkulpa GmbH,internet-of-things,,,,,,,"Lustenau, Austria",2 - 9 employees,Undisclosed
CloudForce,internet-of-things,,,,,,,"Dalian Shi, China",10 - 49 employees,"$1,000+"
ShookIOT,internet-of-things,,,,,,,"Edmonton, Canada",10 - 49 employees,Undisclosed
EnWiDTH Technologies,internet-of-things,,,,,,,"Roseville, CA",10 - 49 employees,Undisclosed
Delighteck,internet-of-things,,,,,,"['Gaming', 'Government', 'GPS, Navigation & GIS', 'Information technology']","Singapore, Singapore",10 - 49 employees,"$10,000+"
Marmara for Modern Software L.L.C.,internet-of-things,,,,,,"['eCommerce', 'GPS, Navigation & GIS', 'Medical', 'Manufacturing', 'Telecommunications', 'Supply Chain, Logistics, and Transport']","Amman, Jordan",10 - 49 employees,"$10,000+"
Ignite,internet-of-things,,,,,,"['Automotive', 'Business services', 'eCommerce', 'Education', 'Financial services', 'Gambling', 'Gaming', 'Medical', 'Information technology', 'Media']","Netanya, Israel",250 - 999 employees,"$25,000+"
Spindox,internet-of-things,"Spindox is a business intelligence company launched in 2007. Based in Milan, Italy, their midsize team provides BI & big data consulting & SI, cloud consulting & SI, application management & support, mobile app development, and more.",,,,,,"Milano, Italy",250 - 999 employees,"$5,000+"
Solstice,internet-of-things,"Solstice, a software development company, is headquartered in Chicago, Illinois; Buenos Aires, Argentina and New York, New York. The midsize team offers custom software development, enterprise app modernization, ux/ui design, Artificial Intelligence, and more and was established in 2001.",,,,,,"Chicago, IL",250 - 999 employees,"$100,000+"
Innominds Software Inc.,internet-of-things,,,,,,"['Automotive', 'Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Government', 'Medical', 'Energy & natural resources']","San Jose, CA",250 - 999 employees,"$10,000+"
Extentia Information Technology,internet-of-things,,,,,,,"Pune, India",250 - 999 employees,Undisclosed
BCG Platinion,internet-of-things,,,,,,,"Boston, MA",250 - 999 employees,Undisclosed
BitRefine Group,internet-of-things,,,,,,"['Advertising & marketing', 'Medical', 'Manufacturing', 'Energy & natural resources', 'Retail', 'Telecommunications', 'Supply Chain, Logistics, and Transport']","Hong Kong, Hong Kong",10 - 49 employees,"$25,000+"
"Beechwoods Software, Inc.",internet-of-things,"Beechwoods Software, Inc. Is a software development company. Established in 2005, the team provides custom software development, IoT development, mobile app development, ux/ui design, and more. Their small company is Boston, Massachusetts-based.",,,,,"['Advertising & marketing', 'Business services', 'eCommerce', 'Information technology', 'Media']","Boston, MA",10 - 49 employees,"$25,000+"
DEEPHi,internet-of-things,,,,,,,"Beijing, China",10 - 49 employees,"$5,000+"
UY SYSTEMS LTD.,internet-of-things,,,,,,,"Dhaka, Bangladesh",10 - 49 employees,Undisclosed
Momentus,internet-of-things,,,,,,,"Vancouver, Canada",10 - 49 employees,Undisclosed
ThreeTwelve,internet-of-things,,,,,,,"Chattanooga, TN",10 - 49 employees,Undisclosed
Datalytyx,internet-of-things,,,,,,"['Automotive', 'Manufacturing', 'Energy & natural resources', 'Retail', 'Telecommunications', 'Supply Chain, Logistics, and Transport', 'Utilities']","London, United Kingdom",10 - 49 employees,"$10,000+"
Neo Advertising Spain,internet-of-things,"Neo Advertising Spain is an advertising company. Founded in 2003, the company is in L'Hospitalet de Llobregat, Spain. The small team focuses on advertising, out of home design, and IoT development.",,,,,,"L'Hospitalet de Llobregat, Spain",10 - 49 employees,Undisclosed
21iLAB,internet-of-things,"21iLAB is a branding agency. They offer branding, content marketing, e-commerce development, IoT development, and more and were founded in 2010. Their small team is based in Milano, Italy.",,,,,,"Milano, Italy",10 - 49 employees,Undisclosed
Network Handlers,internet-of-things,,,,,,,"New York, NY",10 - 49 employees,Undisclosed
Essence Software Solutions Pvt. Ltd.,internet-of-things,,,,,,,"Gurugram, India",10 - 49 employees,"$1,000+"
HashedIn Technologies,internet-of-things,,,,,,"['Automotive', 'Consumer products & services', 'Financial services', 'Medical', 'Hospitality & leisure', 'Information technology', 'Manufacturing', 'Retail']","Bengaluru, India",50 - 249 employees,"$100,000+"
WHITE LABEL AR,internet-of-things,,,,,,,"Los Angeles, CA",250 - 999 employees,Undisclosed
RapidData Technologies,internet-of-things,,,,,,,"Dubai, United Arab Emirates",250 - 999 employees,Undisclosed
Web Wisebusiness,internet-of-things,,,,,,,"Stirling, United Kingdom",2 - 9 employees,Undisclosed
Signal Advertising,internet-of-things,,,,,,,"South Hero, VT",2 - 9 employees,Undisclosed
Codelantic,internet-of-things,,,,,,"['Business services', 'eCommerce', 'Financial services', 'Hospitality & leisure', 'Real estate', 'Supply Chain, Logistics, and Transport']","Paddington, United Kingdom",10 - 49 employees,Undisclosed
Tres Astronautas / Three Astronauts,internet-of-things,,,,,,,"Medellín, Colombia",10 - 49 employees,"$10,000+"
test,internet-of-things,,,,,,,"L'viv, Ukraine",10 - 49 employees,"$100,000+"
NG Workshop,internet-of-things,,,,,,"['Business services', 'Financial services', 'Government', 'GPS, Navigation & GIS', 'Medical', 'Hospitality & leisure', 'Information technology', 'Manufacturing', 'Media', 'Real estate']","Yokne'am Illit, Israel",10 - 49 employees,"$5,000+"
Twilight IT Solutions,internet-of-things,,,,,,,"Puducherry, India",50 - 249 employees,"$5,000+"
Berge,internet-of-things,"Graphic design company Berge is headquartered in Gothenburg, Sweden. The midsize team specializes in graphic design, IoT development, product design, Artificial Intelligence, and more. The firm was established in 2007.",,,,,,"Gothenburg, Sweden",50 - 249 employees,"$10,000+"
Atom AP Limited,internet-of-things,,,,,,,"Dhaka, Bangladesh",50 - 249 employees,Undisclosed
Current Studios,internet-of-things,,,,,,,"Halifax, Canada",50 - 249 employees,Undisclosed
Synesis IT,internet-of-things,,,,,,,"Dhaka, Bangladesh",50 - 249 employees,Undisclosed
MEMOS Software,internet-of-things,,,,,,,"Prague, Czech Republic",50 - 249 employees,"$5,000+"
"Oakwood Systems Group, Inc.",internet-of-things,,,,,,"['Financial services', 'Medical', 'Hospitality & leisure', 'Manufacturing', 'Utilities']","St. Louis, MO",50 - 249 employees,"$5,000+"
Glorious Insight Pvt Ltd,internet-of-things,,,,,,"['Automotive', 'Business services', 'Consumer products & services', 'Financial services', 'Medical', 'Hospitality & leisure', 'Information technology', 'Manufacturing', 'Energy & natural resources', 'Telecommunications']","Noida, India",50 - 249 employees,"$5,000+"
S4Support,internet-of-things,,,,,,,"Mumbai, India","1,000 - 9,999 employees","$1,000+"
KNEO Automation Pvt Ltd,internet-of-things,,,,,,,"Pune, India",50 - 249 employees,Undisclosed
Metapp Factory,internet-of-things,,,,,,,"London, United Kingdom",50 - 249 employees,"$10,000+"
Srushty,internet-of-things,,,,,,"['Business services', 'Consumer products & services', 'Gaming', 'Medical', 'Manufacturing']","Chennai, India",50 - 249 employees,"$1,000+"
Sheridan Technologies,internet-of-things,,,,,,,"Vancouver, WA",Freelancer employees,"$1,000+"
Productive Edge,internet-of-things,,,,,,,"Chicago, IL",250 - 999 employees,"$50,000+"
ALTEN Calsoft Labs,internet-of-things,,,,,,"['Automotive', 'Business services', 'Education', 'Medical', 'Information technology', 'Manufacturing', 'Retail', 'Telecommunications']","Bengaluru, India","1,000 - 9,999 employees","$25,000+"
DOING.,internet-of-things,"Founded in 1999, DOING. Is a midsize PR firm. Their team specializes in public relations, branding, Artificial Intelligence, AR/VR development, and more. The agency is located in Roma, Italy.",,,,,,"Roma, Italy",250 - 999 employees,"$5,000+"
PureSoftware,internet-of-things,"PureSoftware is a custom software development firm based in Noida, India. Founded in 2005, their team of 500 serves clients in automotive and business services sectors. Services include SQL, PHP, Perl, JavaScript, and C# development.",5.0,(1 Reviews),,PureSoftware produced an e-commerce platform that displays automobile parts.,,"Noida, India",250 - 999 employees,Undisclosed
SBL Knowledge services Ltd,internet-of-things,,,,,,,"Kochi, India",250 - 999 employees,"$10,000+"
ARTIN,internet-of-things,,,,,,"['Automotive', 'Financial services', 'Information technology', 'Manufacturing', 'Telecommunications', 'Supply Chain, Logistics, and Transport', 'Utilities']","Brno, Czech Republic",250 - 999 employees,"$10,000+"
Accso - Accelerated Solutions GmbH,internet-of-things,,,,,,,"Darmstadt, Germany",250 - 999 employees,Undisclosed
Vinur Software,internet-of-things,,,,Bank of America; Idram,,"['Business services', 'eCommerce', 'Information technology', 'Supply Chain, Logistics, and Transport']","Yerevan, Armenia",10 - 49 employees,"$1,000+"
Tech-Critic,internet-of-things,"Tech-Critic is a small advertising company. Located in Dallas, Texas, the company was founded in 2003. Their team focuses on advertising, branding, digital strategy, search engine optimization, and more.",,,,,"['Advertising & marketing', 'Consumer products & services', 'Legal']","Dallas, TX",2 - 9 employees,"$5,000+"
Prematix Software Solution Private Limited,internet-of-things,,,,,,"['Consumer products & services', 'Education', 'Government', 'Information technology', 'Retail']","Dharga, India",50 - 249 employees,"$1,000+"
Autsoft,internet-of-things,"Autsoft, a software development firm, was launched in 2011. Their midsize team is based in Budapest, Hungary and specializes in custom software development, mobile app development, ux/ui design, IoT development, and more.",,,,,"['Automotive', 'Financial services', 'Information technology', 'Manufacturing', 'Telecommunications']","Budapest, Hungary",50 - 249 employees,Undisclosed
Burstware,internet-of-things,,,,,,"['Advertising & marketing', 'Consumer products & services', 'Financial services']","Farmington, UT",2 - 9 employees,"$10,000+"
